txt,label,correct_label,used_intents,intents
Só atendem quem chega de ambulância,inform,,,
E xarope loratadina,inform_medicine,,,
Ou seja seca,inform_symptoms,,,
Sou diabético e hipertenso tenho 68 anos,inform_symptoms,,,
6 pegaram,inform,,,
Mas consigo levar ar para os pulmões,inform,,,
"Ok, eu estou indisposto, me sinto cansada quando  estou fazendo  algo,  ñ  sinto  gosto nem cheiro",inform_symptoms,,,
Grato.,greeting,,,
"Sim, tenho problemas de pressão e sou cardíaco.",inform_symptoms,,,
"Minha falta de ar está menor, dor nas costas também, tosse é mais quando falo",inform_symptoms,,,
Falta de apetite também,inform_symptoms,,,
Amém!!!,greeting,,,
Ontem comecei a melhorar da gripe,inform_symptoms,,,
Posso tomar o tamifu  ?,request_inform,,,
"Não fica vermelho, pois evito coçar muito",inform,,,
Sim estou gripada,inform_symptoms,,,
diarreia e dor nos olhos,inform_symptoms,,,
E sábado amanheci com a garganta enflamada,inform_symptoms,,,
Tô mais preocupado com ela,inform,,,
E ela ta se alimentando bem e bebendo mt agua,inform,,,
Consigo respirar melhor agora.,inform_symptoms,,,
A dipirona serve para desinflamar ?,request_inform,,,
Ela fica indo e voltando,inform,,,
Desde quara,inform,,,
"Sim, temperatura do corpo anda 36",inform,,,
acho que aqui não tem termômetro,inform,,,
Tô com de perder meu marido,inform,,,
Um cansaço,inform_symptoms,,,
vou usar p verificar,inform,,,
Um pouco de aperto no torax,inform_symptoms,,,
Percebi fala de olfato ontem,inform_symptoms,,,
