,txt,label,distance,intent,annotated_txt
8968,"*Boa tarde, eu to bem melhor, *Estou ainda sem sentir o cheiro e o gosto das coisas, as vezes espirro, e a falta de ar só as veses que vem mais ta pouca,,tou tentando controlar minha respiração ajudar muito!*",56,0.392389962266088,inform_symptoms,"*Boa tarde, eu to bem melhor, *Estou ainda sem sentir o cheiro e o gosto das coisas, as vezes espirro, e a [falta de ar](SINTOMA) só as veses que vem mais ta pouca,,tou tentando controlar minha respiração ajudar muito!*"
8969,"Não,, nao fui mais ao hospital ,, fui semana passada e eles n fizeram nenhum exame em mim..",53,0.423609916867147,inform,"Não,, nao fui mais ao hospital ,, fui semana passada e eles n fizeram nenhum exame em mim.."
8970,Eu tenho uma.pergunta posso fazer?,41,0.4185084228597342,request_inform,Eu tenho uma.pergunta posso fazer?
8971,"A pessoa que está com covid  ela ta em casa em isolamento, oque ela pode toma?",41,0.5841589229867787,request_inform,"A pessoa que está com covid  ela ta em casa em isolamento, oque ela pode toma?"
8972,Só é fica em isolamento?,1,0.4996532391349373,request_inform,Só é fica em isolamento?
8973,Pq ja vi na tv pessoa com covid e ficam em casa em isolamento,1,0.4085984327792361,inform,Pq ja vi na tv pessoa com covid e ficam em casa em isolamento
8974,"Umas pessoas pegam w parecem nem ta doente! Outras pegam, ficam internadas e morrem",38,0.6214584760289463,inform_symptoms,"Umas pessoas pegam w parecem nem ta doente! Outras pegam, ficam internadas e morrem"
8975,Entendii,57,0.2371877977449825,inform,Entendii
8976,"Eu estou melhor, mais n posso consumir bebidas alcoólicas?",44,0.4135295002433387,request_inform,"Eu estou melhor, mais n posso consumir bebidas alcoólicas?"
8977,Não  satisfeita,18,0.3398627928646084,inform,Não  satisfeita
8978,"Boa tarde, sinto o corpo mole",19,0.310358686620364,inform_symptoms,"Boa tarde, sinto o corpo mole"
8979,"Não, tive novamente na madrugada. Mas até agora não voltou mais",48,0.3907935485014722,inform,"Não, tive novamente na madrugada. Mas até agora não voltou mais"
8980,"Não, era de madrugada e tomei logo o tylenol. Estava bem quente e com calafrios",0,0.4116225753851655,inform_medicine,"Não, era de madrugada e tomei logo o tylenol. Estava bem quente e com calafrios"
8981,Hoje ta fazendo 1 semana,16,0.3508131813383061,inform,Hoje ta fazendo 1 semana
8982,Entre 38º e 39º,17,0.3344268565108068,inform,Entre 38º e 39º
8983,Estou indo para o hospital agora.,53,0.3468651730577663,inform,Estou indo para o hospital agora.
8984,"Hoje continua a tosse, pouco de dor de cabeça, não estou sentindo o rosto nem o corpo quente, mas coloquei o termômetro agora deu 37.4 e moleza no corpo ainda. Desde sábado. Não fui ao médico só conversei com vocês por aqui. Não fiz nenhum teste.",33,0.3329348062109573,inform_symptoms,"Hoje continua a [tosse](SINTOMA), pouco de [dor de cabeça](SINTOMA), não estou sentindo o rosto nem o corpo quente, mas coloquei o termômetro agora deu 37.4 e moleza no corpo ainda. Desde sábado. Não fui ao médico só conversei com vocês por aqui. Não fiz nenhum teste."
8985,Ontem me falaram isso,4,0.4667953708606286,inform,Ontem me falaram isso
8986,"Porém, eu estava com 37.7",17,0.3577776792107541,inform,"Porém, eu estava com 37.7"
8987,Me indicaram está febril,7,0.4420074080855396,inform_symptoms,Me indicaram está febril
8988,E com isso eu tomasse a Dipirona,9,0.5551820208315676,request_inform,E com isso eu tomasse a Dipirona
8989,Mas  agora,43,0.2547976783430428,inform,Mas  agora
8990,Não tomo,45,0.3436269088526082,inform_medicine,Não tomo
8991,Só se tiver acima de 37.8,17,0.3252083572701681,inform,Só se tiver acima de 37.8
8992,Obrigada  pela atenção,50,0.2096115035537883,greeting,Obrigada  pela atenção
8993,Essa comunicação é ótimo,24,0.6821720509128044,inform,Essa comunicação é ótimo
8994,"Caso, a dor de cabeça tbm",8,0.1871875758283968,inform_symptoms,"Caso, a [dor de cabeça](SINTOMA) tbm"
8995,Posso tomar M,44,0.444487979744279,request_inform,Posso tomar M
8996,M,57,0.3871464934015062,inform,M
8997,Agora não ah febre,13,0.1819881625291363,inform_symptoms,Agora não ah [febre](SINTOMA)
8998,Coloquei o termômetro agora e deu 37.1,34,0.2414062806732959,inform,Coloquei o termômetro agora e deu 37.1
8999,Não estou sentindo mal estar nem estou sentindo o corpo quente,19,0.2514149508811828,inform_symptoms,Não estou sentindo [mal estar](SINTOMA) nem estou sentindo o corpo quente
9000,"Mas, estou com um pouco de dor de cabeça",8,0.1956067192052344,inform_symptoms,"Mas, estou com um pouco de [dor de cabeça](SINTOMA)"
9001,E a moleza,58,0.3742230302755632,inform,E a moleza
9002,"Então, posso tomar agora Dipirona?",44,0.3029572113036162,request_inform,"Então, posso tomar agora Dipirona?"
9003,Tenho Dipirona e paracetamol,0,0.2470405066729797,inform_medicine,Tenho Dipirona e paracetamol
9004,Hoje já tomei 2 copos de suco de laranja da fruta com limão,9,0.585500653592216,inform_medicine,Hoje já tomei 2 copos de suco de laranja da fruta com limão
9005,Meia noite meia,10,0.3883656149613896,inform,Meia noite meia
9006,Estou com coriza e espirrando,7,0.4248214320736351,inform_symptoms,Estou com [coriza](SINTOMA) e espirrando
9007,Tá c três semanas,16,0.3839037022571718,inform,Tá c três semanas
9008,Fui ontem,10,0.2930792774724284,inform,Fui ontem
9009,"Desde sexta-feira sinto sintomas de gripe, resfriado",56,0.2983330805394986,inform_symptoms,"Desde sexta-feira sinto sintomas de gripe, resfriado"
9010,Já tomei a vacina influenza esse ano,9,0.3947198881947921,inform_medicine,Já tomei a vacina influenza esse ano
9011,A partir de terça feira meu olfato e paladar não funcionaram mais,52,0.221695304801042,inform_symptoms,A partir de terça feira meu olfato e paladar não funcionaram mais
9012,Dia 25 de março,10,0.4846003646417564,inform,Dia 25 de março
9013,Não chegou a 38° mas estava medicada com paracetamol,0,0.3136359278850292,inform_symptoms,Não chegou a 38° mas estava medicada com paracetamol
9014,Ouvido e garganta estão doendo,15,0.2411398953089879,inform_symptoms,Ouvido e [garganta](SINTOMA) estão doendo
9015,1 ouvido,57,0.656039172096848,inform,1 ouvido
9016,Só hipotireoidismo,54,0.4006331483739682,inform_symptoms,Só [hipotireoidismo](SINTOMA)
9017,Tomo puran,7,0.4036594038096729,inform_medicine,Tomo puran
9018,Quarta feira,10,0.3969894273293448,inform,Quarta feira
9019,Então não posso permanecer na mesma casa que minha mãe de 65 anos com hipertensão,32,0.4892285961040922,inform,Então não posso permanecer na mesma casa que minha mãe de 65 anos com [hipertensão](SINTOMA)
9020,Eu já tô bem melhor não sinto falta de ar quase não tenho tosse  e estou sentindo mais febre,33,0.21243633514931,inform_symptoms,Eu já tô bem melhor não sinto [falta de ar](SINTOMA) quase não tenho [tosse](SINTOMA)  e estou sentindo mais [febre](SINTOMA)
9021,Eu estou em casa e estou isolado,1,0.1871699047681179,inform,Eu estou em casa e estou isolado
9022,Tendo comorbidades vou esperar piorar pra ser tratada ?,41,0.4497407054126664,request_inform,Tendo comorbidades vou esperar piorar pra ser tratada ?
9023,"Estive exposta na emergencia do hgf com meu sogro . Quinta,sabado, segunda terça",32,0.6073958764753409,inform,"Estive exposta na emergencia do hgf com meu sogro . Quinta,sabado, segunda terça"
9024,Febre Dor de cabeça Dor no corpo Tosse  Diarreia,33,0.2836724846114475,inform_symptoms,Febre [Dor de cabeça](SINTOMA) Dor no corpo [Tosse](SINTOMA)  Diarreia
9025,Quarta a tarde,10,0.3170965338537901,inform,Quarta a tarde
9026,Diabete hipertensao,54,0.3934475657628481,inform_symptoms,Diabete hipertensao
9027,Essa febre persistente seria qual ?,13,0.2796482926705337,request_inform,Essa [febre](SINTOMA) persistente seria qual ?
9028,Desde ontem nao baixa de 37,17,0.3524444159167729,inform,Desde ontem nao baixa de 37
9029,Vou monitorar,46,0.3922462884144383,inform,Vou monitorar
9030,"Ontem 37,8 E 38",17,0.314367538155916,inform,"Ontem 37,8 E 38"
9031,Começou segunda-feira tosse e o nariz entupido mal estar hoje já não estou mais com tosse constante mais tô com diarreia e agora pouco tive febre aliás tô com febre 37.5,33,0.1451389195918686,inform_symptoms,Começou segunda-feira [tosse](SINTOMA) e o nariz entupido [mal estar](SINTOMA) hoje já não estou mais com [tosse](SINTOMA) constante mais tô com diarreia e agora pouco tive [febre](SINTOMA) aliás tô com [febre](SINTOMA) 37.5
9032,Mas não estou sentindo cheiro nem sabor de nada,52,0.1643124350634117,inform_symptoms,Mas não estou sentindo cheiro nem sabor de nada
9033,Acabei de tomar uma dipirona comprimido,9,0.201037880927518,inform_medicine,Acabei de tomar uma dipirona comprimido
9034,Desde de terça-feira também tô tomando vitamina C efervescente,9,0.467982158033426,inform_symptoms,Desde de terça-feira também tô tomando vitamina C efervescente
9035,Não sinto cheiro nem sabor das coisas,52,0.1345501232225087,inform_symptoms,Não sinto cheiro nem sabor das coisas
9036,em tempos normais quando sinto gripe acontece isso passa uns dias depois volta normal mas como tá essa situação estou um pouco apreensiva,56,0.373100171678452,inform_symptoms,em tempos normais quando sinto gripe acontece isso passa uns dias depois volta normal mas como tá essa situação estou um pouco apreensiva
9037,Na verdade ela está menos hoje eu não tussi,43,0.4212303612782005,inform,Na verdade ela está menos hoje eu não tussi
9038,Não nenhum graças a Deus,18,0.3259083957056997,inform,Não nenhum graças a Deus
9039,Sei que não tem como você saber mas esse sintoma aí é caso de eu me apavorar já tô ficando nervosa,23,0.2818251167505089,inform_symptoms,Sei que não tem como você saber mas esse sintoma aí é caso de eu me apavorar já tô ficando nervosa
9040,Pode sim muito obrigada,12,0.5202791325177925,greeting,Pode sim muito obrigada
9041,Então desde segunda que eu tenho esses sintomas e fui trabalhar segunda terça quarta e sair quinta à tardinha pedi para sair mas tenho que voltar segunda,23,0.5421958051868624,inform,Então desde segunda que eu tenho esses sintomas e fui trabalhar segunda terça quarta e sair quinta à tardinha pedi para sair mas tenho que voltar segunda
9042,Mas se até segunda eu não tivesse sentindo mais nada posso faltar né?,19,0.5659635307850714,request_inform,Mas se até segunda eu não tivesse sentindo mais nada posso faltar né?
9043,Tá espero não perde o emprego meu Deus,45,0.4830804512523142,inform,Tá espero não perde o emprego meu Deus
9044,lá onde eu trabalho a gente trabalha  com máscaras tem luvas é com álcool gel o tempo todo eu só creio que isso que eu tô sentindo é uma gripe todo ano nessa época eu gripo assim mas por causa da situação né a gente fica com medo eu também tem muito estresse onde eu trabalho pois trabalho numa loteria aí acho que a minha imunidade baixou nesse período,38,0.4783223215146431,inform_symptoms,lá onde eu trabalho a gente trabalha  com máscaras tem luvas é com álcool gel o tempo todo eu só creio que isso que eu tô sentindo é uma gripe todo ano nessa época eu gripo assim mas por causa da situação né a gente fica com medo eu também tem muito estresse onde eu trabalho pois trabalho numa loteria aí acho que a minha imunidade baixou nesse período
9045,mas vou confiar em Deus que não será nada de grave segunda-feira eu já estarei boa e perfeita saúde para ir trabalhar e nome de Jesus Cristo e muito obrigada querida pelo seu atendimento viu Deus te abençoe e cuide bem de você e de sua família,20,0.4159919777149663,greeting,mas vou confiar em Deus que não será nada de grave segunda-feira eu já estarei boa e perfeita saúde para ir trabalhar e nome de Jesus Cristo e muito obrigada querida pelo seu atendimento viu Deus te abençoe e cuide bem de você e de sua família
9046,Obrigada vc também fica com Deus,20,0.294544700189105,greeting,Obrigada vc também fica com Deus
9047,Sou diabético e hipertenso tenho 68 anos,17,0.5464306363928657,inform_symptoms,Sou [diabético](SINTOMA) e [hipertenso](SINTOMA) tenho 68 anos
9048,"Há dois dias estou com febre, tosse e bastante dor de cabeça",33,0.1268183432476459,inform_symptoms,"Há dois dias estou com [febre](SINTOMA), [tosse](SINTOMA) e bastante [dor de cabeça](SINTOMA)"
9049,Apenas um dia deu um pouco de falta de ar,37,0.2912102709564113,inform_symptoms,Apenas um dia deu um pouco de [falta de ar](SINTOMA)
9050,Não sei se é corona vírus ou se só uma gripe,38,0.2431566316551608,inform_symptoms,Não sei se é corona vírus ou se só uma gripe
9051,"Medi apenas hoje pela manhã que Deu 37,5",34,0.5391816763743951,inform_medicine,"Medi apenas hoje pela manhã que Deu 37,5"
9052,Tomei dipirona pra febre e benegripe hoje !,33,0.3062845497187209,inform_medicine,Tomei dipirona pra [febre](SINTOMA) e benegripe hoje !
9053,Não não tive,18,0.3475800302462051,inform,Não não tive
9054,Agora sim,43,0.2647166876858202,inform,Agora sim
9055,A minha esposa está com os mesmo sintomas,23,0.235182927594443,inform_symptoms,A minha esposa está com os mesmo sintomas
9056,E como devo fazer,26,0.2348508575460676,request_inform,E como devo fazer
9057,Pq a minha esposa está com o mesmo sintomas,23,0.3083824946860212,inform_symptoms,Pq a minha esposa está com o mesmo sintomas
9058,Mora somente eu ela e minha neta,30,0.4819537821741444,inform,Mora somente eu ela e minha neta
9059,Ok tá certo muito obrigado pela atenção,50,0.3022039694380085,greeting,Ok tá certo muito obrigado pela atenção
9060,Esse mesmo procedimento serve pra minha esposa ?,41,0.5062379875420986,request_inform,Esse mesmo procedimento serve pra minha esposa ?
9061,O paracetamol tanto vai servir para febre como para a dor de cabeça?,0,0.2411037107813558,request_inform,O paracetamol tanto vai servir para [febre](SINTOMA) como para a [dor de cabeça](SINTOMA)?
9062,Tá certo  Muito Obrigado Pela atenção e informações  Se eu piorar entro em contato,47,0.4841380726885482,inform,Tá certo  Muito Obrigado Pela atenção e informações  Se eu piorar entro em contato
9063,Comecei a 5 dias atrás,16,0.3584166580163903,inform,Comecei a 5 dias atrás
9064,"Comecei c dor de garganta, depois dor de cabeça febre dor no corpo e diarréia",33,0.2161818656327183,inform_symptoms,"Comecei c [dor de garganta](SINTOMA), depois [dor de cabeça](SINTOMA) febre dor no corpo e [diarréia](SINTOMA)"
9065,"Agora passou a febre e dor no corpo, mas a dor de cabeça continua e a diarréia. Também estou sentindo a respiração cansada .",33,0.2469225251053051,inform_symptoms,"Agora passou a [febre](SINTOMA) e [dor](SINTOMA) no corpo, mas a [dor de cabeça](SINTOMA) continua e a [diarréia](SINTOMA). Também estou sentindo a respiração cansada ."
9066,Fui na upa duas vezes me avaliaram e disseram que são sintomas de covid mas que está tudo bem.,23,0.3356095838831142,inform_symptoms,Fui na upa duas vezes me avaliaram e disseram que são sintomas de covid mas que está tudo bem.
9067,Estou preuucpada com a minha respiração,39,0.1958864782629703,inform_symptoms,Estou preuucpada com a minha respiração
9068,Dra eu não consigo identificar muito bem,45,0.5118346177965882,inform,Dra eu não consigo identificar muito bem
9069,Mas é um cansaço na respiração,39,0.2914034134114682,inform_symptoms,Mas é um [cansaço](SINTOMA) na respiração
9070,Como faço pra saber se é falta de ar?,37,0.4115151114374848,request_inform,Como faço pra saber se é [falta de ar](SINTOMA)?
9071,Mas não estou tendo tosse,40,0.2183575655285686,inform_symptoms,Mas não estou tendo [tosse](SINTOMA)
9072,Dra é um cansaço de quando eu faço mínimo esforco,22,0.3636420872522414,inform_symptoms,Dra é um [cansaço](SINTOMA) de quando eu faço mínimo esforco
9073,Respiração cansada sabe,39,0.3220046313939133,inform_symptoms,Respiração cansada sabe
9074,Mas consigo levar ar para os pulmões,39,0.39062744849281,inform_symptoms,Mas consigo levar ar para os pulmões
9075,Sera que teria alguma forma de eu descobrir se a falta de ar é seria de algum problema maior,37,0.4280866448991732,request_inform,Sera que teria alguma forma de eu descobrir se a [falta de ar](SINTOMA) é seria de algum problema maior
9076,Algum exercício ou algo que eu possa identificar,51,0.5855074404451674,request_inform,Algum exercício ou algo que eu possa identificar
9077,Sou diabético e hipertenso. Há dois dias estou c uma tosse com catarro e febril,56,0.3238635940236311,inform_symptoms,Sou [diabético](SINTOMA) e [hipertenso](SINTOMA). Há dois dias estou c uma [tosse](SINTOMA) com [catarro](SINTOMA) e febril
9078,Estou tomando Benegripe,7,0.3652673366225414,inform_medicine,Estou tomando Benegripe
9079,E vitamina ',54,0.5979481703609995,inform_symptoms,E vitamina '
9080,Por ser diabético e hipertenso tem uma outra medida a ser tomada,9,0.6941596634770131,inform_symptoms,Por ser [diabético](SINTOMA) e [hipertenso](SINTOMA) tem uma outra medida a ser tomada
9081,Qual remédio tomo caso a febre persista,13,0.2687761763867261,request_inform,Qual remédio tomo caso a [febre](SINTOMA) persista
9082,Oi Ana carla,57,0.4548028427952483,inform,Oi Ana carla
9083,"Uma sensação de cansaço,sinto as pernas fracas",22,0.3064696198526262,inform_symptoms,"Uma sensação de [cansaço](SINTOMA),sinto as pernas fracas"
9084,Muito frio,35,0.4120404512811753,inform_symptoms,Muito frio
9085,Mais não tenho febre,13,0.1462908164745557,inform_symptoms,Mais não tenho [febre](SINTOMA)
9086,Muita dor muscular,59,0.2474140543919505,inform_symptoms,Muita [dor muscular](SINTOMA)
9087,Muita indisposicao,35,0.3019083769400881,inform,Muita indisposicao
9088,Tenho uma tosse seca,40,0.1361785059364472,inform_symptoms,Tenho uma [tosse seca](SINTOMA)
9089,"Na coluna ,nas costelas,até a pele do corpo sinto muito dolorida",59,0.3325305053309848,inform_symptoms,"Na coluna ,nas costelas,até a pele do corpo sinto muito dolorida"
9090,"Dores pelo corpo ,dor de cabeça",8,0.2221449980577701,inform_symptoms,"Dores pelo corpo ,[dor de cabeça](SINTOMA)"
9091,Tenho um bebê de nove meses,32,0.4807290297309966,inform,Tenho um bebê de nove meses
9092,"Não mama ,mais ele puxa a mascara",6,0.4451885134676202,inform,"Não mama ,mais ele puxa a mascara"
9093,Ele tem síndrome de   daw,58,0.4721143940065623,inform_symptoms,Ele tem síndrome de   daw
9094,Ele hoje tava com tosse,40,0.3156215866911459,inform_symptoms,Ele hoje tava com [tosse](SINTOMA)
9095,Aqui são 4 adultos e  2 criancas,30,0.6085545519164003,inform,Aqui são 4 adultos e  2 criancas
9096,A febre q nao passa sinto arrepios,13,0.2130419904678564,inform_symptoms,A [febre](SINTOMA) q nao passa sinto [arrepios](SINTOMA)
9097,Nao sei li dizer,18,0.4123370632583549,inform,Nao sei li dizer
9098,Antes de sentir febre tava com uma tosse seca ai segunda junto a tosse seca com a febre i um pouco de dor nas pernas,33,0.236584595680632,inform_symptoms,Antes de sentir [febre](SINTOMA) tava com uma [tosse](SINTOMA) seca ai segunda junto a [tosse seca](SINTOMA) com a [febre](SINTOMA) i um pouco de [dor](SINTOMA) nas pernas
9099,Agora nao to sentido gosto e nem cheiro de nada,52,0.2549751702765571,inform_symptoms,Agora nao to sentido gosto e nem cheiro de nada
9100,I esses arrepio i formigamento q sinto,19,0.3913690013505095,inform_symptoms,I esses arrepio i [formigamento](SINTOMA) q sinto
9101,Agora e minha filha q está com esses sintomas ela tem 22 anos.,23,0.3951114290527745,inform_symptoms,Agora e minha filha q está com esses sintomas ela tem 22 anos.
9102,Meu filho está bem melhor,30,0.3677435348314744,inform,Meu filho está bem melhor
9103,"Dor de cabeça,Dor de garganta,sem paladar,Dor de barriga",8,0.3214471611555167,inform_symptoms,"[Dor de cabeça](SINTOMA),[Dor de garganta](SINTOMA),sem paladar,[Dor de barriga](SINTOMA)"
9104,Dela é,4,0.3709263145063618,inform,Dela é
9105,confirmado,4,0.6018689381671678,inform,confirmado
9106,sou profissional da saude,7,0.4576339828516791,inform,sou profissional da saude
9107,"dor de cabeça dr no corpo, congestão nasal e coriza crise de garganta",8,0.3397504163046172,inform_symptoms,"[dor de cabeça](SINTOMA) dr no corpo, [congestão nasal](SINTOMA) e [coriza](SINTOMA) crise de [garganta](SINTOMA)"
9108,Ainda sinto um pouco de falta de ar e taquicardia,36,0.323817981400356,inform_symptoms,Ainda sinto um pouco de [falta de ar](SINTOMA) e [taquicardia](SINTOMA)
9109,Desde de ontem,10,0.2414426996447581,inform,Desde de ontem
9110,Nenhuma febre,13,0.2403013818093283,inform_symptoms,Nenhuma [febre](SINTOMA)
9111,Não fui ao médico,53,0.2289722688976441,inform,Não fui ao médico
9112,Moro sozinha,1,0.5133441621229684,inform,Moro sozinha
9113,Não é grande só q sinto dificuldade o q não é normalmente,45,0.554079988745138,inform,Não é grande só q sinto dificuldade o q não é normalmente
9114,Respiro com mais facilidade,39,0.4213716689883624,inform_symptoms,Respiro com mais facilidade
9115,E tem a taquicardia,36,0.4531767723694161,inform_symptoms,E tem a [taquicardia](SINTOMA)
9116,Tá bem. Mas as upas estão lotadas,24,0.4946569472998575,inform_symptoms,Tá bem. Mas as upas estão lotadas
9117,"Com mal estar intenso, dores na coluna e temperatuta de 36 graus",33,0.4612348433626654,inform_symptoms,"Com [mal estar](SINTOMA) intenso, dores na coluna e temperatuta de 36 graus"
9118,Estou tomando loratadina e dipirona,9,0.2319559532101797,inform_medicine,Estou tomando loratadina e dipirona
9119,Eu estou tomando loratadina 24 h de diferença,9,0.3789331050750484,inform_medicine,Eu estou tomando loratadina 24 h de diferença
9120,Gostaria de saber se posso tomar ele de noite e no outro dia de manha?,44,0.3387459583343368,request_inform,Gostaria de saber se posso tomar ele de noite e no outro dia de manha?
9121,Tenho um xarope chamado torante posso tomar tmb?,44,0.3607238282569337,request_inform,Tenho um xarope chamado torante posso tomar tmb?
9122,Minha esposa Esta com o mesmo sintoma,23,0.2774633979901086,inform_symptoms,Minha esposa Esta com o mesmo sintoma
9123,So q ela tem historico de asma,58,0.6648581742637631,inform,So q ela tem historico de [asma](SINTOMA)
9124,O torante é aconselhavel tomar para tosse,40,0.385869599947896,inform_medicine,O torante é aconselhavel tomar para [tosse](SINTOMA)
9125,Na situacao q estamos?,11,0.4924875798351178,request_inform,Na situacao q estamos?
9126,"Quando vou andar sinto uma canseira, tosse seca e muito sono",40,0.3849345378428737,inform_symptoms,"Quando vou andar sinto uma canseira, [tosse seca](SINTOMA) e muito sono"
9127,Nao fico sem ar,37,0.3325004948588419,inform_symptoms,Nao fico sem ar
9128,Minha esposa Esta com mesmo sintomas porem Esta tendo enjoo,23,0.2800111218773102,inform_symptoms,Minha esposa Esta com mesmo sintomas porem Esta tendo enjoo
9129,Permaneco isolado,1,0.727280474466681,inform_medicine,Permaneco isolado
9130,Hj tomei loratadina 9 da manha,9,0.4761075058953444,inform_medicine,Hj tomei loratadina 9 da manha
9131,Posso tomar hj a noite,44,0.3790619462137081,inform_medicine,Posso tomar hj a noite
9132,Se der gripe posso tomar aspirina,38,0.3195486878564328,request_inform,Se der gripe posso tomar aspirina
9133,Percebi que não posso fazer muito esforço ainda que fico muito ofegante,45,0.4158867657584859,inform,Percebi que não posso fazer muito esforço ainda que fico muito ofegante
9134,Mas já estou melhor,27,0.3211001430191216,inform,Mas já estou melhor
9135,O susto foi só na hora,31,0.5546971536053411,inform,O susto foi só na hora
9136,Não com essa intensidade,18,0.4237374234885297,inform,Não com essa intensidade
9137,Mas eu tbm não tinha feito esforço como fiz hj pela manhã,21,0.4410452608461427,inform,Mas eu tbm não tinha feito esforço como fiz hj pela manhã
9138,N fui ao medico,53,0.2550612263491736,inform,N fui ao medico
9139,Vieram fazer o teste na minha casa só,25,0.3487812736167878,inform,Vieram fazer o teste na minha casa só
9140,Você acha que precisa eu ir?,41,0.4123303819419432,request_inform,Você acha que precisa eu ir?
9141,Estou sentindo uma dor de cabeça dia todo já tomei dois tipos de medicamentos mais não passa,8,0.3483345658301012,inform_medicine,Estou sentindo uma [dor de cabeça](SINTOMA) dia todo já tomei dois tipos de medicamentos mais não passa
9142,Comecei tomar remédio 08:00 horas da manhã,9,0.3597581222162258,inform_medicine,Comecei tomar remédio 08:00 horas da manhã
9143,Até agora continuou com dor de cabeça,8,0.3097473065133597,inform_symptoms,Até agora continuou com [dor de cabeça](SINTOMA)
9144,Dorflex pela manhã Dipirona agora tarde,21,0.5341701752077817,inform,Dorflex pela manhã Dipirona agora tarde
9145,Um comprimido,54,0.4027905796475229,inform_medicine,Um comprimido
9146,Incomodando que não passa,18,0.4002486278863172,inform,Incomodando que não passa
9147,Obrigado que Deus o abençoe também,20,0.2585334332234826,greeting,Obrigado que Deus o abençoe também
9148,To começou de ontem pra hoje,43,0.3093935247026661,inform,To começou de ontem pra hoje
9149,Meu nome é Regina Nascimento Mesquita tenho 57 anos trabalho no hgf aqui em Fortaleza e tá com mais ou menos uma semana que eu tô sentindo vem sentindo só aquela morrinho no meu corpo não tenho febre mas fico febril fico mole né Agora eu tenho problema de rinite alérgica e eu nunca sei se eu tô com Inicial com essa doença porque eu sinto assim eu espirro pouco não é muito espirro pouco né sinto assim a minha garganta ardendo um pouquinho não tenho dor de garganta né e assim eu tô sentindo muita dor na minhas costas aqui na minhas costas trabalho sentada também no hospital trabalhando sentada não sei se é isso né o,56,0.2575027018352175,inform_symptoms,Meu nome é Regina Nascimento Mesquita tenho 57 anos trabalho no hgf aqui em Fortaleza e tá com mais ou menos uma semana que eu tô sentindo vem sentindo só aquela morrinho no meu corpo não tenho [febre](SINTOMA) mas fico febril fico mole né Agora eu tenho problema de rinite alérgica e eu nunca sei se eu tô com Inicial com essa doença porque eu sinto assim eu espirro pouco não é muito espirro pouco né sinto assim a minha [garganta](SINTOMA) ardendo um pouquinho não tenho [dor de garganta](SINTOMA) né e assim eu tô sentindo muita dor na minhas costas aqui na minhas costas trabalho sentada também no hospital trabalhando sentada não sei se é isso né o
9150,Eu queria saber se eu for se eu preciso ir no posto para ver fazer algum exame,25,0.4294785847930754,request_inform,Eu queria saber se eu for se eu preciso ir no posto para ver fazer algum exame
9151,No começo da semana sentir dores no compro,59,0.4270550800958356,inform_symptoms,No começo da semana sentir dores no compro
9152,Agora estou gripada só que n sinto cheiro de nada e garganta coçando,15,0.256766470239032,inform_symptoms,Agora estou gripada só que n sinto cheiro de nada e garganta coçando
9153,N senti febre,13,0.1779192723507758,inform_symptoms,N senti [febre](SINTOMA)
9154,Tenho n,7,0.3217513359901287,inform,Tenho n
9155,"Não ,nenhum dia",18,0.2179216258576649,inform,"Não ,nenhum dia"
9156,"Ok , obg",4,0.3000247556848999,greeting,"Ok , obg"
9157,"Não , só isso mesmo",12,0.2920313265124034,inform,"Não , só isso mesmo"
9158,Obg pela atenção,51,0.4170590848938652,inform,Obg pela atenção
9159,"Obg vc , tenha uma ótima tarde",24,0.3743447044812095,greeting,"Obg vc , tenha uma ótima tarde"
9160,Oi boa tarde estou com pouquinho de tosse,40,0.102658339819726,inform_symptoms,Oi boa tarde estou com pouquinho de [tosse](SINTOMA)
9161,Mais estou melhor hoje sim,43,0.3200387007758747,inform,Mais estou melhor hoje sim
9162,Amém espero que eu continue melhorando,20,0.4363643821410241,inform,Amém espero que eu continue melhorando
9163,Comecei os sintomas semana passada de nariz entupido falta de paladar e olfato essa semana que procurei informações com vcs,56,0.3008172756172075,inform_symptoms,Comecei os sintomas semana passada de nariz entupido falta de paladar e olfato essa semana que procurei informações com vcs
9164,Pois nesta semana que passei mal estar dentro de casa acho que queda de pressão,21,0.4499111527054602,inform,Pois nesta semana que passei [mal estar](SINTOMA) dentro de casa acho que queda de pressão
9165,Na terça feira,10,0.3418048846952644,inform,Na terça feira
9166,Procurei informações com vc dia 28 mais estava com sintomas dês do dia 23 mais ou menos,23,0.4207503334387468,inform,Procurei informações com vc dia 28 mais estava com sintomas dês do dia 23 mais ou menos
9167,"Não , não fui em hospital não , estou em isolamento domiciliar mesmo",53,0.3582944713704099,inform,"Não , não fui em hospital não , estou em isolamento domiciliar mesmo"
9168,Também não fiz exames não,25,0.3344504657163725,inform,Também não fiz exames não
9169,Tenho que ir fazer exames????,25,0.3152612916845699,request_inform,Tenho que ir fazer exames????
9170,Não obrigada hoje creio que não mais,50,0.2908561117399031,greeting,Não obrigada hoje creio que não mais
9171,Esse vírus passa quando dias no organismo??,38,0.3842680681479642,request_inform,Esse vírus passa quando dias no organismo??
9172,Esse vírus passa quando dias no organismo?????,38,0.3903397864309063,request_inform,Esse vírus passa quando dias no organismo?????
9173,Ah certo obrigada,50,0.1089145747485829,greeting,Ah certo obrigada
9174,Ainda estou sem paladar e olfato,52,0.1690343449601952,inform_symptoms,Ainda estou sem paladar e olfato
