txt,intent
Espero que isso acabe logo,others
muito obrigada dra,greeting
"Na quinta-feira meu filho com 38° , minha filha com 37,9° e eu com 36.9°",others
Acho que sim pq o nariz não está mais congestionado e a febre não apareceu hoje,inform_symptoms
Oi Alice,others
Já  que ela tem estado a ter contacto com os netos,others
Agora assim semana atrás eu estava dormindo no ar-condicionado e tava me incomodando muito eu tava tendo uns encômodo no nariz tbm,inform_symptoms
Pelo tempo q eu estou em casa q já sao 14 dias,others
Tô em casa.,others
Certo....mais fique preocupada c os batimentos,others
Gostaria de saber qual remédio melhor pra tomar com esses sintomas,request_inform
4 dias após retornar de Salvador. viajei de Salvador a Fortaleza dia 03/03,others
"Mas é necessário mesmo ir, não tem como eu me cuidar de casa você me recomendando alguns remédios?",request_inform
Põe água sanitária,others
Terça-feira de madrugada início da febre,inform_symptoms
Vc acha que seria o caso de fazer o isolamento domiciliar,request_inform
Estou mim sentido muito ansiosa com medo por que meu genro mora comigo e testou positivo para coronavírus e estou com medo dá minha família está e minha netas,inform_symptoms
Igualmente,others
Continuei sentindo dores de cabeça,inform_symptoms
Pronto...mais um ponto pra eaclarecer! Esses sintomas iniciaram depois que ele jantou! Não se sentiu bem com a comida! Minha esperança é que seja infecção intestinal!,others
"Você acha que devo me preocupar? Já que respiro bem, só não consigo encher o pulmão todo.",request_inform
De manhã eu vomitei e estou sem paladar,inform_symptoms
Minha barriga sempre bem quente,inform_symptoms
Tenho receio de me infectar caso já não esteja,others
Tanto que eu não queria informar. Pois pensei ter sido uma gripe,others
Estou sentindo uma dor de cabeça dia todo já tomei dois tipos de medicamentos mais não passa,inform_symptoms
Estou tomando loratadina,inform_medicine
Sim tô com muito medo,others
não tive como ir,others
Varias pq tive hpilory e depois tinha que ficar tomando outras mais nao continuei tomei so os antibioticos,inform_medicine
Em repouso,others
Bom trabalho e se cuida tbm,greeting
Só  1 dia,others
Me defequei toda.,others
de oxigênio no sangue,others
Agora se mim levantar ou falar fico sem ar,inform_symptoms
Eu ir sabe,others
O corpo nem tanto,others
Ate com medo de ir trabalhar,others
Pq tenho uma válvula no coração n muito boa,others
No meu caso vc ver como um caso suspeito,others
Posso tomar Buscopan?,request_inform
Sim bem melhor,others
Ok. Melhorou todas as dores... só não a dor de cabeça,inform_symptoms
Tive febre na madrugada 38.5,inform_symptoms
Pq assim fiz o teste ontem ir deu positivo mais graças a Deus eu ir minha filha ir minha companheira estamos bem sem senti nada só uma dor na garganta,inform_symptoms
Tomou dorflex pra dor de cabeça,inform_medicine
Me passaram uma bombinha,others
Lembre-se,others
Pode ser ???,request_inform
Tô tão angustiads,others
Me sinto assim desde sábado,others
Mesmo sem febre alta?,request_inform
Mais do dia que começou até hoje já tá Com 40 dias,others
Gostaria de saber se ela por ter 1usse 60 anos e ter diabetes e tá com a labirintite atacada precisa ir no médico ou só se ela tiver febre,others
Segunda vez passaram uns antibióticos pra cansaço,others
Estou com fortes dores de cabeça,inform_symptoms
Dia 1°de maio,others
"Não,apenas quando sentia dores na coluna.",others
Saindo só em Extrema necessidade,others
"Não, está tudo bem. Obrigada",greeting
Ta bem,greeting
Eu olhei a garganta tá um pouquinho inflamada,inform_symptoms
Esse tipo de pergunta fica vindo uma atrás da outra,others
Por questão de uma obra estava comendo de quentinha,others
a médica prescreveu,others
Me irrito facil,others
Tamiflu,others
"Já fazer 3 dias que estou com uma dor nas costas, como se fosse na lombar subindo.",inform_symptoms
Mas a dias estou sem paladar e sem alfato,inform_symptoms
Sim tenho,others
Tudo bem obg,greeting
Sou diabética e impertenca,inform_symptoms
De eu está sem saber e acabar passando para meu filho.,others
Então me aconselha a não ir e me isolar né isso?,request_inform
Tenho um oxímetro aqui em casa q eu estou olhando durante o dia como está o oxigênio já q eu vi q esse aparelho é importante,others
Tá certo.,others
Ele chegou a tosse uns 3dias só de vez em quando e espirros também,inform_symptoms
Com a dor na garganta,inform_symptoms
Sem coragem,others
Ou caixa com vários,others
E higiene pessoal,others
Mas agora a noite tive uma crise de tosse,inform_symptoms
Mais se por acaso eu não tiver febre pela manhã não preciso ir né.,others
E hj apareceu um cansaço leve,inform_symptoms
Boa noite Jussara,greeting
"Um detalhe que n soube se colocava ou não, já usei muito corticoide, sempre que preciso de antiflamatorio só uso corticoide, pois sou alérgica a todos os antiflamatorios já usados em mim na vida toda. Mesmo não usando diariamente devo incluir isso ?",inform_medicine
Falta de apetite também,inform_symptoms
Eu tenho uns exames de sangue. Quer dar uma olhada?,request_inform
Como faço p controlar a respiração?,request_inform
Sim.,others
Hje final da tarde cansada,others
Desde segunda ou terça-feira,others
Neosaldina,inform_medicine
"Recepção e atendimento,  lá eu dou entrada nos motores ,tiro fotos ,ligo,mando emails",others
N sinto dor de cabeça nem febre,inform_symptoms
Posso tomar relaxante,request_inform
Mais con a covid nao graca DEUS,others
Muitooooooo obrigada,greeting
Apenas o ofato e paladar,others
Na verdade minha respiração sempre desde mais jovem já era ruim,others
E dor no peito,inform_symptoms
"Ou  Rua 04, 52 São Bento - Messejana",others
Ok obgda,greeting
"Estou com desconforto no peito, com nariz, guarganta e cabeça fervendo, em um pouco cansado",inform_symptoms
"Como faço para agendar consulta,eu não tenho plano de saúde .",request_inform
"Estou sem dor e tosse muito pouco raramente,",inform_symptoms
Só esses mesmo,others
Até por que eu continuo trabalhando,others
Agora nao,others
Só isso,others
"Entendi, muito obrigada",greeting
Estes remédios,others
A fase da febre já passou,others
Eu sou diabética e hipertensa. Faço uso insulina Lantus 30 ui pela manhã. Tomo 1 comp. de 20 mg Maleato Enalapril + 1 Novalo de 5 mg. No almoço 1 Glifage RX de 500 mg. + 1 AAS. 1 Enalapril 20 mg + 1 Glifage RX de 500 mg.,inform_medicine
Ola tenho tido sintomas de covid e o isolamento tem afetado o meu emocional,others
Depois tomei o loratadina,inform_medicine
"É porque sinto sufocado , como tivesse afogado",inform_symptoms
Vou assistir os video,others
Sim. Sempre!,others
tomo um medicamento pra labirintite,inform_medicine
"Aqui é a filha dele, meu pai vem sentindo febre, já alguns dias , mais como eu fiz o cadastro aqui e mandaram eu ficar dipirona até que foi controlando mais",others
Não tomei nada,others
*mel,others
Isso e algum sintomas?,request_inform
Eu queria saber que eu fiz uma consulta com uma médica pela vídeo chamada e ela mandou ela tomar 2 azitromicina de uma vezes durante dois dias,inform_medicine
"Só saio de casa quando há muita necessidade, com o uso de máscaras e álcool, água e sabão sempre. Quando chego tomo banho pra ter contato com as pessoas que moram comigo",others
O que mais tô preocupada é com um dor constante nos meus peitos quando eu respiro forte,inform_symptoms
Posso fazer aerossol?,request_inform
sim ainda alguns desses sintomas,others
Eu depois que recebi o resultado do tests de gravidez tambem tomei azitromicina issi ontem as 16h,inform_medicine
Entre 37 e 38,others
Só que não tenho febre,inform_symptoms
Não é urgência,others
Mantenho,others
Muito obrigada por tudo,greeting
"O que seriam essas coisas pra amenizar, eu já fiz de um tudo, nesse momento mesmo tomei um chá de gengibre com limão e mel.",inform_medicine
Já tive câncer de mama,others
Mas não posso ir na upa para saber o q é isso?,request_inform
"Hoje estou com tosse, coceira na garganta que irradia pro ouvido, nariz entupido e escorrendo",inform_symptoms
E eu 47,others
Posto de messejana,others
Mas vou ficar o tempo todo de máscaras,others
"Sim na região dos pulmões, é por causa disso que estou preocupada",others
"Ok, qualquer piora eu procuro.",others
Tiramos a temperatura por volta das 21hrs,others
Então nem o psicólogo pode repassar certo?,request_inform
Tomei coristina d Novalgina  Rinosoro,inform_medicine
"Boa noite, me chamo Rafael. Ontem comecei a apresentar alguns sintomas. Tive febre, uma leve falta de ar",others
"Me sinto cheio, como se fosse gases",inform_symptoms
"Nao, nao obrigado!",greeting
E a desloratadina,others
eu acho que to pouco ancioso,others
Não costumo fazer isso,others
"cansaço, dor de cabeça e sinto um leve repuxão no peito quando respiro fundo",inform_symptoms
Vejo passar na televisão que não tem vaga,others
"Pode sim Ñ  seria urgente mas meu marido está com uma gripe forte a 3 dias,  e ñ tem mais o paladar nem o ofato",inform_symptoms
"Mas é assim, geralmente ela é intensa final de tarde",others
"Tenho Unimed, não queria era sair para não infectar alguém caso seja positivo.",others
"Sobre a minha verdadeira identidade.. quem eu sou? Quais são meus limites?.. e além de tudo, ainda sofro com pensamentos intrusivos terríveis... De morte, de homofobia, de machismo... Sendo que , ao mesmo tempo que eles vêm eu tenho outros pensamentos que combatem eles..  tenho isso desde 13 anos de idade (tenho 20). Toda vida que eu ia pra igreja, no comecinho desses pensamentos, eles trocavam as palavras tipo: Deus por Satanás e eu ficava louco com isso. Por que eu sei que eles não vêm de mim. Daí as duvidas: Como que eu posso gerar 2 tipos de pensamentos que se contrapoem na mesma hora? Como eu posso ter um comportamento",others
Sim Já estou no médico já vai fazer Raio x,others
Tenho dorflex comprimidos. Posso tomar?,others
Tomei duas doses do aerolin do meu filho,inform_medicine
Pode mandar,others
"Obrigada, Bruna",greeting
Falta de ar moderada,inform_symptoms
Ela disse q sente bastante dor no corpo,inform_symptoms
"Sim,só sinto de vez em quando que preciso puxar o ar,estou com uma das narinas entupida nesse momento...",inform_symptoms
"Aqui proximo tem uma upa, mas estão atendendo",others
passo soro no nariz,inform_medicine
Pq é pedido a localização? Para um controle interno ?,request_inform
Só atendem quem chega de ambulância,others
A fé tbm é importante,others
Feira,others
Faz muito tempo.  Mas nunca consegui psicólogo por o sus. Mas agora piorou muito na quarentena. Os sintomas aumentaram e eu me isolei total.,others
fiquei preocupada com essa falta de ar,inform_symptoms
Valeska  Meu pai está meio mole a dois dias,others
Na academia que tenho a chave la,others
E eu era uma pessoa muito ativa,others
Alguém aí?,request_inform
E sair de mascara usa alcoo em gel nao fica perto de ninguém mesmi assim tem perigo deu pega ??,request_inform
Hm,others
aí eu fico logo pensando que vou precisar de oxigênio que vou passar mal morrer,others
Eu 25anos,others
Posso mandar audio?,request_inform
Mais no momento nao tô sendito mais nada,inform_symptoms
"Tem uns 2 3 dias...além de dor de cabeça, que tá a mais tempo",inform_symptoms
Dipirona e paracetamol somente,inform_medicine
É quando fico muito nervosa a pressão sobi,inform_symptoms
Vim sentir febre na quinta,inform_symptoms
Se sintie hoje pela manhã um calar frio no corpo,inform_symptoms
Tosse pouco mais tem tosse,inform_symptoms
Moro próximo a upa da Jurema em Caucaia e lá tem várias pessoas com covid ou suspeita,others
Não ficamos com medo as UPA estão lotadas,others
Minha falta de ar e tipo um aperto forte no coração,inform_symptoms
Não está tudo certo  obrigado  tenha uma boa tarde,greeting
Prefiro sem acucar,others
"sintomas  da covid a 5 dias .2 dias atrás  sem febre. Ainda tosse , dor nas articulações  Marido sintomático",inform_symptoms
Ontem Ela soltou uns pus muito podre,inform_symptoms
Acredito estar melhor que ontem,others
Vou ligar pro plano de saúde então,others
"Por enquanto nao, obrigado. Tenha um.bom fim de semana",others
Tava sentindo dor no peito mas estou bem melhor ultimamente,inform_symptoms
o fato de nao sentir nada dificulta,others
Se pegamos na casa mesmo que é o mais provável,others
"Não tinha sido atendido, foi meu outro irmão que mora em outro local que estava também assim e passaram essa azitromicina e eu acabei dando.",others
Os postos de saúde estão atendendo hj?,request_inform
Então ontem a eu ter uma febre comecei a sentir como se eu estivesse com falta de ar porém eu estava respirando normal,inform_symptoms
Posso esperar aqui ?,request_inform
"E temperatura de 37,2",others
Estes problemas de fígado,others
2 lados,others
Você entendeu  eu estou me sentindo  que piorou não,others
Em relação aos outros sintomas.. Eu não ligo muito.. Tô bem.. Mas a dor que me preocupa.. É sinal de piora?,request_inform
Procurarei o atendimento na UPA,others
"Sim, tosse seca, diarreia, dificuldade respiratória e ontem tive enxaqueca",inform_symptoms
"Não chego a sentir dor de garganta, mas chego a sentir um encômodo algumas horas.. e nariz escorre sim, alguns periodos..",inform_symptoms
Amanhã o levarei.,others
Pois é. Eu estou saindo do quarto de máscara,others
Porque disse q a Dipirona não tava passando a dor,others
Acordo cedo mesmo indo durmi tarde,others
Eu penso,others
Mais...,others
Bem.esporadicos quando estou deitado com travesseiro alto,others
Hj não,others
No momento estou no trabalho e meu marido está em casa com meu filho. E amanhã é o dia dele trabalhar.,others
Não consegui sentir o cheiro,inform_symptoms
É Paulo Magalhães.,others
Ele acelera,others
"Caixa lotada, não tem como",others
Musculação,others
Qualquer coisa entramos em.contato,others
Eu não tô sentindo nem cheiro e nem gosto de nada,inform_symptoms
"Já tem uns dias que estou gripada,e ontem tive febre",inform_symptoms
Só que nesses 9 dias não senti nem febre nem dor de cabeça só um pouco de falta de ar,inform_symptoms
Posso tomar qual ?,request_inform
"Bom dia , sou Margarida e desde o dia 27 venho apresentando tosse , dor nas articulações , e dor de cabeça e coriza , e dificuldade pra respirar, sem sentir gosto doa alimentos,  fraqueza. Fui no posto de saúde do bairro Aiton Monte e o médico mandou procurar a UPA por suspeita de covid 19 , lá foi prescrito loratadina 1x ao dia , prednisona 1x ao dia , e torante  e uma lista de recomendação pra fazer durante 14 dias em isolamento assim estou cumprindo . não melhorando os sintomas voltei ao posto de saúde outro médico passou azitromizina  1x ao  dia   e dipirona caso dor ou febre.  Hoje faz 8 dias que terminei toda medica",inform_symptoms
Sensação de fraqueza,inform_symptoms
"Sim. Mais hoje não senti tomei tilenol de ,8 em 8 horas para melhoras das dores no corpo, pontadas nas costas e slfinetadas",inform_medicine
Sou portadora de lúpus,inform_symptoms
Só mal estar físico,inform_symptoms
Dr vocês teriam atendimento piscologico?,request_inform
Como eu tenho amigdalite aguda,others
Sinto mais quando faço esforço,others
Não que em me lembro. Eu trabalho com cliente,others
Minha garganta está inflamada e meu ouvido doe,inform_symptoms
Vou tentar comer alguma coisa e vou ao hospital,others
"E vai continuar, com fé em Deus",others
E não sei que medicamento tomar  para que isso não evolua,others
"Senti um pouco ontem a noite,  por isso tive dificuldades de dormir",others
"Boa noite Juliana, fazem dois dias que estou tendo esses sintomas, começou com a coriza, tosse, dor no corpo e indisposição, dor de cabeça, ausência de olfato e paladar e me senti febril mas não passou de 38,00",inform_symptoms
"Me senti um pouco melhor da garganta sim,mas estpu preocupada com a minha temperatura.",inform_symptoms
Vou monitorar,others
Oque é paladar e olfato,request_inform
Me vem um calor,others
Eu vou ficar em casa,others
Tá bem Felipe,others
Isso preciso de um medicamento para dormir,others
"Sim sim, o mais triste é vc não poder se despedir de um familiar seu, isso me dói tanto",others
O disco de contaminação e bem maior,others
Dor de cabeça persistente e ardência nos olhos,inform_symptoms
"Febre não, ela disse que um pouco de falta de ar e um mal estar",inform_symptoms
"Já foi pro médico , e passaram azitromicina e ivermectina",inform_medicine
"Bom dia. Sinto um pouco de dor de cabeça, dor nas costas e uma um pouco de falta de ar de vez enquando",inform_symptoms
Sim tava 38.2,others
Tenho vontade de fazer yoga,others
mais a tontura,others
"Boa noite, obrigada",greeting
Na verdade tenho medo de morrer não,others
Quentura por dentro,others
q foi ano passado,others
Amém Boa noite muito obg,greeting
Já estou com dez dias deste o primeiro sintomas,others
Olha to com dificuldade de respirar mas acho que é medo,inform_symptoms
Certo! Eu falo que fiz o contato com vocês promeiramente?,others
Por isso me preocupei,others
Há dois dias sinto febre,inform_symptoms
"Sim, ocorre",others
A saturação,others
Mais precisa de cuidados,others
Como posso melhorar,request_inform
Uns 5 dias,others
Ainda continuo com a garganta inflamada e mal estar.,inform_symptoms
E hoje senti ânsia de vômito,inform_symptoms
Tenho q agenda,others
Sentir a garganta ficando seca quando acordei,inform_symptoms
Por conta dessa pandemia,others
Boa tarde. Estou estável. Sem febre. Mas com a garganta muito doida e mal estar,inform_symptoms
A tosse tá um pouco mais forte,inform_symptoms
"Passou 6 dias de azitromicina, 7 de tamiflu e loratadina",inform_medicine
Tambem não,others
Estamos isolados,others
Deus é fiel ele tá no comando,others
Vou me cuidar!,others
Tenho 2 filhas e não quero que elas sintam isso,others
Não tenho tosse constante torci hoje só de madrugada,inform_symptoms
Quando eu deito relaxo,others
É como se eu estivesse falando fazendo exercício físico,others
"Ele tem 58 ele é esquizofrênico, toma uma medicação, um coquetel, ele se consulta no hospital de Messejana. Ele já tirou a tiróide, ele fumava muito.",others
Normal sempre 36°,others
"Muita muita dor de cabeça tossindo muito uma tosse seca, febre e muita dor no corpo",inform_symptoms
Só acho que ela está impressionada,others
Piorou,others
Porque eles precisam me ver nao acreditaram muito no que falei,others
Ele tem 51 anos,others
De covid confirmado,others
De noite,others
Estou lavando meu nariz com soro dai tuso MT quando lavo,inform_medicine
"Não, fiquei de retornar aí foi no período que começou a quarentena e não retornei. Estou esperando passar esse período para retornar.  No sábado tive uma leve falta de ar e febre, 37/38 a temperatura. No domingo passei o dia em isolamento, a febre retornou a noite, e estava fazendo uso de dipirona",inform_symptoms
Atento a um possivel sintoma,others
Eu fico verde verde e gelada parece que tá morta,others
Precisei não,others
Febre na verdade só senti uma vez,inform_symptoms
"Há uns 17 dias fui upa fiz um raio x deu uma mancha no pulmão, na ocasião estava com tosse e cansada",inform_symptoms
Estou com alguns sintomas e gostaria de uma orientação.,request_inform
Eu comecei agora a tarde com dor de cabeça tosse seca e leve for no corpo,inform_symptoms
Certo.. e se mantiver os sintomas? F,request_inform
"ainda faz tudo em casa, mas tem febre",inform_symptoms
Leve tosse,inform_symptoms
"Não, acho q não",others
Só eu ter um tempinho vou lá,others
Muito líquido,others
Tô com medo da minha mãe,others
Mais tipo agora meu nariz nao esta e mesmo assim nao sinto,others
Aí estão minha mãe e meu padrasto no quarto deles,others
Não a princípio seriam essas minhas dúvidas.,others
Sinto vergonha,others
Tinha uma médica saiu Na recepção falam que não tem médico lá,others
Tive febre a alguns dias,inform_symptoms
Aqui em casa. Pedi o aparelho da minha avó aqui do lado,others
Se sente melhor quando se deita,others
Boa tarde me sinto anciosa e preocupada,inform_symptoms
E tosse bem antes da pandemia,inform_symptoms
Sintomas gripais Com febre Cansaço físico extremo Nariz congestionado Dor de cabeça,inform_symptoms
"E estou tossindo muito, e cada vez que estou tossindo.. Sinto tontura",inform_symptoms
Ou posso confiar na máscara de tecido,others
"Sinto-me fraco ainda, um pouco de dor no corpo, febre tá fraca dor de cabeça também fraco",inform_symptoms
Então não é bactéria né??,request_inform
"Olá, bom dia!",greeting
Francisco das chagas oliveira Queiroz CPF 03939166340 18/04/1989,others
Fui nos hospitais do meu plano saúde e os mesmos ñ estão atendendo ninguém isso pode hospital negar atendimento,others
Mas não.to mas.tomando,others
Agora não tenho febre mas nao tenho olfato e nem paladar e o nariz muito intupido,inform_symptoms
"*Boa tarde, eu to bem melhor, *Estou ainda sem sentir o cheiro e o gosto das coisas, as vezes espirro, e a falta de ar só as veses que vem mais ta pouca,,tou tentando controlar minha respiração ajudar muito!*",inform_symptoms
"Estão,  porque a coordenadora já está com covid confirmada e conseguiu atestado pelo plano de saúde dela. Eu tive contato com ela há menos de 15 dias.",others
"Não, obrigada pelo seu trabalho.",greeting
"Estou com 7 dias senti febre nos três primeiros dias,falta de ar,dor no corpo é na cabeça e ontem senti diarreia",inform_symptoms
Sinto meu corpo fraco,inform_symptoms
Nesse momento agora só estou meio febril e dor nas costa com ardência !,inform_symptoms
Fui no médico hotem a noite,others
Amitriptilina,others
Mais hoje nao esta muito!,others
Um ótimo dia pra vc tbm!,greeting
"Não, ta do msm jeito",others
nao6,others
Fiquei muito preocupada pois a febre persistia à três dias depois que tomei a injeção H1N1. Quando tomei estava com coriza e espirro,inform_symptoms
Incomodando que não passa,others
Quais os medicamentos podemos tomar,request_inform
Ctz,others
Não medi hj.,others
"Um pouco de aperto no peito, como se fosse sensação de azia",inform_symptoms
Esse ñ tem pra vender,others
A dor é do lado esquerdo,inform_symptoms
Meu filho de um ano e 6 meses hoje não quis comer pode ser um sintomas do Covide,others
Vc e homem ou mulher ??,request_inform
e a me sentir triste,others
Bom dia Valeska,greeting
Eu e minha esposa,others
Do canindezinho,others
Vou tentar dormir,others
Pode ser tbm,others
sim agora mesmo estou tossindo e falta de ar me deixa sem forças e as mão doloridas e todas as juntas,inform_symptoms
Tipo um aperto no peito,inform_symptoms
Só que ele disse q podia ser a de 500mg.. Ms essa nao faz efeito..,others
Já fiz de uma caixa aí o piscanilista achou por nem não tomar a outra ele passou caminhada,others
Ou seja msm no pior dia nao tava com febre,inform_symptoms
Daí fico c dificuldade de respirar,inform_symptoms
Um pouco só,others
"Ela está fanhosa, com falta de ar, olfato e paladar diminuído, sem febre e  sem tosse. Ela achava que tinha sido por causa que ela mexeu em coisas com mofo, isso na terça-feira da semana passada, mas isso ainda está com os sintomas",inform_symptoms
Ele não tem nenhuma comorbidade...tem 60 anos.,others
"Certo, vou tomar meio copo pequeno agora",others
Farti,others
Por enquanto não obg pela atenção,greeting
Eu quero ser forte,others
Ou se tem alguma forma de aliviar em casa esse leve desconforto respiratório,others
"Sinto que está dolorido,estou evitando de  ficar deitada",others
Com relação a essa dor nas costas que estou sentindo hoje?,request_inform
Tudo ok. Hoje.  Qualquer coisa peço ajuda aqui.,greeting
Tenho medo de está com anciedade e chegar pegar essa doença,others
Estando com febre e dores de cabeça,inform_symptoms
"Ele estava com 37.4 à tarde, às 19h estava com 38 graus e demos a dipirona 500mg. Agora está com 38.7",inform_medicine
Não obrigada Deus queira que seja da sinusitemuito grata,greeting
E pra tosse,others
Nao  está d mesmo jeito,others
Estou dando repoflor,others
Esse ambiente me deixa preocupada,others
Então sou apenas suspeita de covid?,request_inform
Não em casa não tenho,others
Não eu tou tomando por conta minha,others
Tem horas que eu preciso puxar o ar bem fundo,inform_symptoms
Deus te abençoe,greeting
Moramos no mesmo terreno em casas separadas. Moro sozinha,others
Não só q eu não se preocupasse muito e q meu quadro era pra fica em casa curando minha virose,others
Eu ia começar a tomar cefalexina pra ver se melhorava,inform_medicine
Vc é médica?,request_inform
Só fiquei preocupada pq como eu disse a vc eu estava com minha vó em casa ela está internada com covid,others
Qual hospital mas próxima poderia ir aqui no Maracanaú,request_inform
"Agora a noite percebi que estou sem olfato e sem paladar , aí fiquei bem nervosa , não sei como proceder . Nem que medicamento tomar",inform_symptoms
Bom dia e bom trabalho,greeting
Dores no corpo todo.,inform_symptoms
Fica tirando direto,others
Eu nao queria ir,others
Na segunda vez tbm nao estava febril,others
Eu sinceramente não acho que estou com coronavirus não acho que desencadeou uma alergia ao mofo,inform_symptoms
Não. Que eu saiba tenho apenas rinite/sinusite as vezes,inform_symptoms
Deus me deu outro chance pois serve ao senhor e isso ele da a Vitória,others
"Quando caminha, agora ele disse que está melhor",others
Minha dúvida agora é com relação à medicação,others
Só isso mesmo. Obrigada.,greeting
Aconselha-me ir ao médico ?,request_inform
só um leve cansaço as vezes....,inform_symptoms
Fiz uns exames,others
Mas após analisar essa falta de ar foi decorrente de uso de suplemento que continha cafeina concentrada,inform_symptoms
Só pela boca,others
Ele disse que já dormiu melhor,others
"Quando ele foi ao hospital, nas vezes anteriores, por esses mesmo sintomas, ele tomava soro pra diminuir a febre..nesse caso, devemos só observar, monitorar?",others
Tenho fibromialgia mas não tomo nenhuma medicação,inform_symptoms
Desde segunda as dores no corpo e tosse,inform_symptoms
Agora coloquei de novo está 37.1,others
Uma dúvida..caso ele faça o exame e der positivo..devemos fazer o que .temos que procurar médicos?,request_inform
As vezes Cusco sangue...,inform_symptoms
Hj em um momento senti ate como se meu coração tivesse batendo mais rapido,others
A febre só no primeiro dia,inform_symptoms
Aí eu fosso de novo vem um pouco,others
Paroxetina,inform_medicine
Referente ao trabalho se eu apresenta melhoria,others
É verdade. Talvez por isso esteja difícil agora. Eu tento não acompanhar as noticias ruins. Não viu aguentar só vendo notícia ruim,others
Sentindo as dores no corpo,inform_symptoms
Te explico resumido,others
Foi as febre interna,inform_symptoms
todos que citei,others
Só temos um quarto,others
Tomo o que para garganta,request_inform
Sinto uma leve dor no peito.,inform_symptoms
Passadas,others
Não está tão forte mas incomoda bastante,others
"Ah eu fiquei sonolência e indisposição, fraqueza",inform_symptoms
O que eu faço dra josiana?,request_inform
"Tô sentindo um pouco de falta de ar,perdi o sentido olfato e paladar e tô querendo sentir dor de cabeça",inform_symptoms
Indica o posto que estão abertos amanhã,others
Apenas quando tenho alguma crise de reniti,others
Mas de ontem pra hj veio os outros sintomas,others
Só fiquei mais nervosa por pensa que fosse do covid,others
Tenho diabetes e pressão alta,inform_symptoms
*sinto,others
Demora ficar boa?,request_inform
Eu passo o número,others
Ela cai pro hospital agora está muito cansada,others
E p aliviar só choro,others
Sem problema. Deve estar com muitas  pessoas.  Eu entendo,others
Por 5 Dias,others
E como eu faço agora p pelo menos dormir,request_inform
"Está normal, um pouco sem muito paladar",inform_symptoms
mas fico esses 14 dias com essa falta de ar?,request_inform
"Entao, qnd ele estava com 38graus demos a dipirona. Era 19h",inform_medicine
Tomei quentinho e tomei um paracetamol,inform_medicine
"Me diga uma coisa, como faço para fazer uma avaliação médica? Nesse momento tenho medo de levá-lo e ir também a um hospital e de repente não ter nada e contrair a doença. Por isso gostaria de uma orientação",request_inform
"Sim, ela passou",others
Pq foi receitado por 5 dias,others
"Espero que sim, porque eu fico assim quando estou nervosa e ansiosa",inform_symptoms
Ta ?,request_inform
Nem falta de ar,inform_symptoms
Estou a 4 dias sem sentir  gosto de nada,inform_symptoms
Ok. Marina.,others
Dor nos olhos no corpo a dose maior ajuda ?,request_inform
UPA faz esse atendimento?,request_inform
coloquei o termômetro deu 37,others
Posso falar com você sobre como está meu esposo?,request_inform
"No item q me pergunta se eu estava com alguns dos sintoms, eu disse q não,mas na verdade a resposta era sim e eu coloquei logo depois, mas daí já estava perguntando o cep",others
Não só dor de cabeça,inform_symptoms
Que Deus abençoe vc e sua família,greeting
"Olá, tudo bem sim",greeting
Porque o Convênio foi feito a pouco tempo,others
"Tive logo no começo, por dois dias, mas só voltou hoje",others
Me passa o nomes dos laboratórios,others
Tá certo..muito obrigado viu,greeting
"É um pouco de enjoo, mas passou",inform_symptoms
Percebi que comecei a sentir os sintomas depois de tomar a vacina contra gripe. Pode ter ligação?,request_inform
Tbm sinto um dor na minha pá( não sei como é o nome correto),inform_symptoms
O nariz arde e vem uma pequena dor de cabeça frontal,inform_symptoms
O que devo fazer,request_inform
"8-12: estudo  12-14: almoço (depende do dia) 14-17: atividades como assistir teve, escrever e pintas 21: atividades de relaxamento",others
Só senti uma moleza,inform_symptoms
Não. Obrigado,greeting
Com um tempo deitada fico melhor,others
Ontem a noite,others
Vem e volta sempre assim,others
E tivesse q respirar fundo pro ar entrar,inform_symptoms
Não nenhuma,others
Umas 3/4,others
"Já falei com médico, e ele falou que isso e normal",others
Estamos tds agora usando máscara,others
"Bobeiras mesmo (exemplo: minha avó pega muito no meu pé, com muitas coisas que eu não faço, culpa minha religião por isso eu tento manter a calma mas isso vai juntando, juntando, e depois eu tenho essas crises)",others
Ik,others
Pra Qual o objetivo,others
"Ele toma Dipirona e passa, mas sempre volta",others
"Dor de cabeça já está com mais de 6 dias ,anciã de vômito  leve falta de ar  ,moleza no corpo",inform_symptoms
Mal esta  Como se estivesse com muito cansasso,inform_symptoms
Antes dessa pandemia eu estava sendo acompanhada pelo médico porque descobrir que tenho hipotireoidismo estava fazendo os exames ajustando as doses  Após a pandemia não fui mas no médico sobre isso estou com os exames gostaria de saber se continuo com a mesma dose ô suspendo,inform_symptoms
junto com a tosse.,inform_symptoms
"Medi minha temperatura agora deu 35,5",others
Febre já estou com 5 dias mais ou menos q não tenho,others
Qual UPA seria a mais adequada?,request_inform
Continuo com o multigripe?,request_inform
MUITA FRAQUEZA,inform_symptoms
Que eu saiba não,others
"Rua Safira, Pedras",others
Febre e falta de Ar,inform_symptoms
Oq devo fazer?,request_inform
"O que lhe falei agora dor de cabeça e nos olhos. Fiz o teste , mas o resultado só sai daqui a uns 16 a 20 dias, lá tomei vitaminas na veia e tomei dipirona em casa",inform_medicine
Só a noite.,others
Preiculpada,others
Pois não tô com febre e dormir bem,inform_symptoms
